Основные средства,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость,Номер счёта,Дата,Классификатор
Тумба мобильная,4101360401384.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401386.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401388.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401389.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401391.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401393.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401394.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401395.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401396.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401397.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401398.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401400.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401401.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401403.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401406.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401408.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401409.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401411.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401412.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401413.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401414.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401415.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401417.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401418.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401419.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401420.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401421.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401422.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401424.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401425.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401428.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401429.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401430.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401431.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401434.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Тумба мобильная,4101360401436.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.09.2022,101.36
Шкаф-купе № 4 зеркальный накладная № 42,4101360401173.0,330.31.01.1,4.0,Линейный,25.12.2017,Введено в эксплуатацию,84.0,1.19,67.86,65147.16,1.0,44206.92,20940.24,101,30.09.2022,101.36
Шкаф-купе № 1 зеркальный накладная № 41,4101360401174.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,39704.74,1.0,39704.74,0.0,101,30.09.2022,101.36
"Шкаф низкий для кабинета руководителя, тип 1",11013606002802.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.02.2020,Введено в эксплуатацию,180.0,0.556,100.0,31179.78,1.0,31179.78,0.0,101,30.09.2022,101.36
"Шкаф низкий для кабинета руководителя, тип 2",11013606002803.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.02.2020,Введено в эксплуатацию,180.0,0.556,100.0,24377.1,1.0,24377.1,0.0,101,30.09.2022,101.36
"Шкаф-витрина узкий, 1 створка",11013606002806.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.02.2020,Введено в эксплуатацию,180.0,0.556,100.0,40940.58,1.0,40940.58,0.0,101,30.09.2022,101.36
Зеркало 4 мм Silver (серебро) 2260х900,4101380300004.0,19 0009000,3.0,100% при вводе в эксплуатацию,20.07.2015,Принято к учету,60.0,1.667,,11323.0,1.0,0.0,11323.0,101,30.09.2022,101.38
Зеркало 4 мм Silver (серебро) 2360х900,4101380300001.0,19 0009000,3.0,100% при вводе в эксплуатацию,20.07.2015,Введено в эксплуатацию,60.0,1.667,100.0,7475.0,1.0,7475.0,0.0,101,30.09.2022,101.38
Зеркало 4 мм Silver (серебро) 1850х900,4101380300002.0,19 0009000,3.0,100% при вводе в эксплуатацию,20.07.2015,Введено в эксплуатацию,60.0,1.667,100.0,10981.0,1.0,10981.0,0.0,101,30.09.2022,101.38
Сейф VALBERG ASM 120 T офисный 1200х550х390 мм с трейзером,5101380800001.0,330.25.99.21.110,8.0,100% при вводе в эксплуатацию,05.03.2015,Введено в эксплуатацию,300.0,0.333,100.0,35254.35,1.0,35254.35,0.0,101,30.09.2022,101.38
Зеркало 6 мм Silver (серебро) 2000*900,4101380300005.0,19 0009000,3.0,100% при вводе в эксплуатацию,07.04.2016,Введено в эксплуатацию,60.0,1.667,100.0,12600.0,1.0,12600.0,0.0,101,30.09.2022,101.38
Зеркало 6 мм Silver (серебро) 2000*900,4101380300006.0,19 0009000,3.0,100% при вводе в эксплуатацию,07.04.2016,Введено в эксплуатацию,60.0,1.667,100.0,12600.0,1.0,12600.0,0.0,101,30.09.2022,101.38
"Шкаф BRANDMAUER BM-1993 KL, металлический 1950х930х520 мм, огнестойкий, взломостойкий",5101380800002.0,330.25.99.21.110,8.0,Линейный,05.03.2015,Введено в эксплуатацию,300.0,0.333,30.0,64395.65,1.0,19318.5,45077.15,101,30.09.2022,101.38
"Система СКУД (Яковоапостольский пер., дом 12 стр 1, 5 этаж, каб. 516.01)",11013404000960.0,320.26.30.11.130,4.0,Линейный,22.08.2022,Введено в эксплуатацию,84.0,1.19,4.76,167620.0,1.0,7981.92,159638.08,101,31.12.2022,101.34
"Система СКУД (Яковоапостольский пер., дом 12 стр 1, 5 этаж, каб. 516)",11013404000961.0,320.26.30.11.130,4.0,100% при вводе в эксплуатацию,22.08.2022,Введено в эксплуатацию,84.0,1.19,100.0,69551.0,1.0,69551.0,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000164.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000163.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000165.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000167.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000168.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000169.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000170.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000172.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000174.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000175.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000176.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000177.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000178.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
"Система СКУД (Нижний Сусальный пер, дом 5, стр. 19,4,5а(на вход в здание))",11013404000351.0,320.26.30.11.130,4.0,Линейный,21.05.2020,Введено в эксплуатацию,84.0,1.19,36.9,184042.0,1.0,67920.38,116121.62,101,31.12.2022,101.34
"Система СКУД (Яковоапостольский переулок, дом № 12, строение 1)",11013404000352.0,320.26.30.11.130,4.0,Линейный,10.06.2020,Введено в эксплуатацию,85.0,1.786,32.75,216715.0,1.0,70974.41,145740.59,101,31.12.2022,101.34
"Система СКУД (Яковоапостольский пер., д.12, стр. 1, этаж 6 помещение 3,4)",11013404000358.0,320.26.30.11.130,4.0,100% при вводе в эксплуатацию,27.08.2020,Введено в эксплуатацию,84.0,1.19,100.0,69416.28,1.0,69416.28,0.0,101,31.12.2022,101.34
Система СКУД (Нижний Сусальный пер. дом 5 стр.17),11013404000964.0,320.26.30.11.130,4.0,100% при вводе в эксплуатацию,02.12.2022,Введено в эксплуатацию,84.0,1.19,100.0,92021.0,1.0,92021.0,0.0,101,31.12.2022,101.34
Микроволновая печь Polaris PMO 2303DG RUS черная,11013403011090.0,330.28.29,3.0,100% при вводе в эксплуатацию,16.11.2022,Введено в эксплуатацию,60.0,1.667,100.0,11004.7,1.0,11004.7,0.0,101,31.12.2022,101.34
Микроволновая печь Polaris PMO 2303DG RUS черная,11013403011091.0,330.28.29,3.0,100% при вводе в эксплуатацию,16.11.2022,Введено в эксплуатацию,60.0,1.667,100.0,11004.7,1.0,11004.7,0.0,101,31.12.2022,101.34
Микроволновая печь Polaris PMO 2303DG RUS черная,11013403011092.0,330.28.29,3.0,100% при вводе в эксплуатацию,16.11.2022,Введено в эксплуатацию,60.0,1.667,100.0,11004.7,1.0,11004.7,0.0,101,31.12.2022,101.34
DeLonghi Magnifica ECAM 22.110.B кофемашина,11013403011093.0,330.28.29,3.0,100% при вводе в эксплуатацию,16.11.2022,Введено в эксплуатацию,60.0,1.667,100.0,28845.05,1.0,28845.05,0.0,101,31.12.2022,101.34
DeLonghi Magnifica ECAM 22.110.B кофемашина,11013403011094.0,330.28.29,3.0,100% при вводе в эксплуатацию,16.11.2022,Введено в эксплуатацию,60.0,1.667,100.0,28845.05,1.0,28845.05,0.0,101,31.12.2022,101.34
"Система СКУД (г. Москва, Нижний Сусальный переулок, дом 5, строение 19, этаж 1)",11013404000966.0,320.26.30.11.130,4.0,Линейный,21.12.2022,Введено в эксплуатацию,84.0,1.19,,254547.0,1.0,0.0,254547.0,101,31.12.2022,101.34
"Система СКУД (г. Москва, Нижний Сусальный переулок, дом 5, строение 19, этаж 2)",11013404000967.0,320.26.30.11.130,4.0,Линейный,21.12.2022,Введено в эксплуатацию,84.0,1.19,,160680.0,1.0,0.0,160680.0,101,31.12.2022,101.34
"Система СОТ (г. Москва, Нижний Сусальный переулок, дом 5, строение 19, этаж 1)",11013404000968.0,320.26.30.11.130,4.0,100% при вводе в эксплуатацию,21.12.2022,Введено в эксплуатацию,84.0,1.19,100.0,68120.0,1.0,68120.0,0.0,101,31.12.2022,101.34
"Система СОТ (г. Москва, Нижний Сусальный переулок, дом 5, строение 19, этаж 2)",11013404000969.0,320.26.30.11.130,4.0,100% при вводе в эксплуатацию,21.12.2022,Введено в эксплуатацию,84.0,1.19,100.0,46210.0,1.0,46210.0,0.0,101,31.12.2022,101.34
"Огнетушитель  ""Bontel"" 2 кг",4101340400014.0,330.28.29.22.110,4.0,100% при вводе в эксплуатацию,17.03.2016,Введено в эксплуатацию,84.0,1.19,100.0,4300.0,1.0,4300.0,0.0,101,31.12.2022,101.34
"Огнетушитель  ""Bontel"" 2 кг",4101340400015.0,330.28.29.22.110,4.0,100% при вводе в эксплуатацию,17.03.2016,Введено в эксплуатацию,84.0,1.19,100.0,4300.0,1.0,4300.0,0.0,101,31.12.2022,101.34
"Огнетушитель  ""Bontel"" 2 кг",4101340400016.0,330.28.29.22.110,4.0,100% при вводе в эксплуатацию,17.03.2016,Введено в эксплуатацию,84.0,1.19,100.0,4300.0,1.0,4300.0,0.0,101,31.12.2022,101.34
"Огнетушитель  ""Bontel"" 2 кг",4101340400017.0,330.28.29.22.110,4.0,100% при вводе в эксплуатацию,17.03.2016,Введено в эксплуатацию,84.0,1.19,100.0,4300.0,1.0,4300.0,0.0,101,31.12.2022,101.34
"Огнетушитель  ""Bontel"" 2 кг",4101340400019.0,330.28.29.22.110,4.0,100% при вводе в эксплуатацию,17.03.2016,Введено в эксплуатацию,84.0,1.19,100.0,4300.0,1.0,4300.0,0.0,101,31.12.2022,101.34
"Огнетушитель  ""Bontel"" 2 кг",4101340400021.0,330.28.29.22.110,4.0,100% при вводе в эксплуатацию,17.03.2016,Введено в эксплуатацию,84.0,1.19,100.0,4300.0,1.0,4300.0,0.0,101,31.12.2022,101.34
Ручная гидравлическая тележка KRONA CL 25-115,11013404000309.0,330.28.22.14.159,4.0,100% при вводе в эксплуатацию,16.04.2019,Введено в эксплуатацию,84.0,1.19,100.0,16915.0,1.0,16915.0,0.0,101,31.12.2022,101.34
Ручная гидравлическая тележка KRONA CL 25-115,11013404000310.0,330.28.22.14.159,4.0,100% при вводе в эксплуатацию,16.04.2019,Введено в эксплуатацию,84.0,1.19,100.0,16915.0,1.0,16915.0,0.0,101,31.12.2022,101.34
Считыватель ESMART Reader Stone (система контроля удаленного доступа),11013406000075.0,330.26.70,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,16694.7,1.0,16694.7,0.0,101,31.12.2022,101.34
Считыватель ESMART Reader Stone (система контроля удаленного доступа),11013406000076.0,330.26.70,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,16694.7,1.0,16694.7,0.0,101,31.12.2022,101.34
IP-камера купольная RVi-IPC33VS (2.8 мм) (система видеонаблюдения),11013403000066.0,330.26.70.13,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,11192.71,1.0,11192.71,0.0,101,31.12.2022,101.34
IP-камера купольная RVi-IPC33VS (2.8 мм) (система видеонаблюдения),11013403000068.0,330.26.70.13,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,11192.71,1.0,11192.71,0.0,101,31.12.2022,101.34
IP-камера купольная RVi-IPC33VS (2.8 мм) (система видеонаблюдения),11013403000069.0,330.26.70.13,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,11192.71,1.0,11192.71,0.0,101,31.12.2022,101.34
IP-камера купольная RVi-IPC33VS (2.8 мм) (система видеонаблюдения),11013403000071.0,330.26.70.13,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,11192.71,1.0,11192.71,0.0,101,31.12.2022,101.34
IP-камера купольная RVi-IPC33VS (2.8 мм) (система видеонаблюдения),11013403000072.0,330.26.70.13,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,11192.71,1.0,11192.71,0.0,101,31.12.2022,101.34
"IP-камера купольная RVi-IPC33VS (2.8 мм,) (система видеонаблюдения)",11013403000073.0,330.26.70.13,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,11192.84,1.0,11192.84,0.0,101,31.12.2022,101.34
"Блок питания БИРП-12/1,6 (система контроля удаленного доступа)",11013401000005.0,320.26.30.11.190,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,10004.66,1.0,10004.66,0.0,101,31.12.2022,101.34
"Блок питания БИРП-12/1,6 (система контроля удаленного доступа)",11013401000006.0,320.26.30.11.190,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,10004.66,1.0,10004.66,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003659.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003660.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003661.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003662.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003663.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003664.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003665.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003666.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003667.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
Система СКУД,11013404000361.0,320.26.30.11.130,4.0,Линейный,19.11.2020,Введено в эксплуатацию,84.0,1.19,29.76,483700.0,1.0,143958.25,339741.75,101,31.12.2022,101.34
Система СКУД,11013404000365.0,320.26.30.11.130,4.0,Линейный,15.12.2020,Введено в эксплуатацию,84.0,1.19,28.57,220512.0,1.0,63003.36,157508.64,101,31.12.2022,101.34
Система автоматической пожарной сигнализации,11013406000077.0,330.26.30.50,6.0,Линейный,21.10.2019,Введено в эксплуатацию,180.0,0.556,21.11,168754.83,1.0,35626.14,133128.69,101,31.12.2022,101.34
Настенный кондиционер,11013405000003.0,330.28.25.12.190,5.0,100% при вводе в эксплуатацию,17.10.2019,Введено в эксплуатацию,120.0,0.833,100.0,42174.0,1.0,42174.0,0.0,101,31.12.2022,101.34
Настенный фанкойл Lessar,11013405000004.0,330.28.25.12.190,5.0,100% при вводе в эксплуатацию,17.10.2019,Введено в эксплуатацию,120.0,0.833,100.0,44200.0,1.0,44200.0,0.0,101,31.12.2022,101.34
"Система СКУД (Кожевнеческая ул., дом 10 стр 1, этаж 10, пом 2-15, 19-36)",11013404000340.0,320.26.30.11.130,4.0,Линейный,19.11.2019,Введено в эксплуатацию,84.0,1.19,44.05,190731.0,1.0,84012.57,106718.43,101,31.12.2022,101.34
"Система СКУД (Нижний Сусальный пер, дом 5, стр 19, пом:1,3,4,13,14,16)",11013404000342.0,320.26.30.11.130,4.0,Линейный,13.12.2019,Введено в эксплуатацию,84.0,1.19,42.86,239847.0,1.0,102791.52,137055.48,101,31.12.2022,101.34
Тепловизор CEM DT-870,11013403000449.0,330.26.51.66,3.0,100% при вводе в эксплуатацию,19.08.2020,Введено в эксплуатацию,60.0,1.667,100.0,56980.0,1.0,56980.0,0.0,101,31.12.2022,101.34
"Система СКУД (Яковоапостольский пер., дом 12, стр. 1, этаж 3 помещение 9)",11013404000357.0,320.26.30.11.130,4.0,100% при вводе в эксплуатацию,27.08.2020,Введено в эксплуатацию,84.0,1.19,100.0,68456.14,1.0,68456.14,0.0,101,31.12.2022,101.34
