,Unnamed: 0,Основное средство,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость
2401,2 392,Доска магнитно-маркерная NOBO EURO 900х1200,4101360300032.0,330.32.99.53,3.0,100% при вводе в эксплуатацию,17.03.2017,Введено в эксплуатацию,60.0,1.667,100,13405.39,1.0,13405.39,0.0
2402,2 393,Доска магнитно-маркерная NOBO EURO 912х1226,4101360300033.0,330.32.99.53,3.0,100% при вводе в эксплуатацию,17.03.2017,Введено в эксплуатацию,60.0,1.667,100,19760.28,1.0,19760.28,0.0
2403,2 394,Доска магнитно-маркерная информ. вращающ. 90х120 см,4101360300034.0,330.32.99.53,3.0,100% при вводе в эксплуатацию,17.03.2017,Введено в эксплуатацию,60.0,1.667,100,10025.28,1.0,10025.28,0.0
2404,2 395,Шкаф Valberg BM-1993 KL огнестойкий,4101360800007.0,330.25.99.21.110,8.0,Линейный,16.05.2017,Введено в эксплуатацию,300.0,0.333,19.33,62910.0,1.0,12162.6,50747.4
2405,2 396,Стол письменный ICON 120х60х75 с передней панелью 120,4101360401107.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,07.07.2017,Введено в эксплуатацию,84.0,1.19,100,6861.18,1.0,6861.18,0.0
2406,2 397,Стол письменный ICON 200х60х75 с передней панелью 200,4101360401111.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,07.07.2017,Введено в эксплуатацию,84.0,1.19,100,9454.02,1.0,9454.02,0.0
2407,2 398,Стол письменный ICON 120х60х75 с передней панелью 120,4101360401108.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,07.07.2017,Введено в эксплуатацию,84.0,1.19,100,6861.18,1.0,6861.18,0.0
2408,2 399,Стол письменный ICON 120х60х75 с передней панелью 120,4101360401109.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,07.07.2017,Введено в эксплуатацию,84.0,1.19,100,6861.18,1.0,6861.18,0.0
2409,2 400,Стол письменный ICON 200х60х75 с передней панелью 200,4101360401112.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,07.07.2017,Введено в эксплуатацию,84.0,1.19,100,9454.02,1.0,9454.02,0.0
2410,2 401,Стол письменный ICON 200х60х75 с передней панелью 200,4101360401113.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,07.07.2017,Введено в эксплуатацию,84.0,1.19,100,9454.02,1.0,9454.02,0.0
2411,2 402,Стол письменный ICON 200х60х75 с передней панелью 200,4101360401114.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,07.07.2017,Введено в эксплуатацию,84.0,1.19,100,9454.02,1.0,9454.02,0.0
2412,2 403,Стол письменный ICON 200х60х75 с передней панелью 200,4101360401117.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,07.07.2017,Введено в эксплуатацию,84.0,1.19,100,9454.01,1.0,9454.01,0.0
2413,2 404,Кресло College H-935L-2/Black c высокой спинкой,4101360401118.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,16.08.2017,Введено в эксплуатацию,84.0,1.19,100,5790.85,1.0,5790.85,0.0
2414,2 405,Кресло College H-935L-2/Black c высокой спинкой,4101360401119.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,16.08.2017,Введено в эксплуатацию,84.0,1.19,100,5790.85,1.0,5790.85,0.0
2415,2 406,Кресло College H-935L-2/Black c высокой спинкой,4101360401123.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,16.08.2017,Введено в эксплуатацию,84.0,1.19,100,5790.85,1.0,5790.85,0.0
2416,2 407,"Печь СВЧ MYSTERY MMW-2032 20 л, серебристый",4101360401134.0,330.28.21.13.129,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,4829.0,1.0,4829.0,0.0
2417,2 408,"Печь СВЧ MYSTERY MMW-2032 20 л, серебристый",4101360401136.0,330.28.21.13.129,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,4829.0,1.0,4829.0,0.0
2418,2 409,Тумба мобильная,4101360401140.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
2419,2 410,Тумба мобильная,4101360401141.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
2420,2 411,Тумба мобильная,4101360401142.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
2421,2 412,Тумба мобильная,4101360401143.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
2422,2 413,Переплетная машина на пластиковую пружину Gladwork CB-25D,11013602000035.0,330.28.23.23,2.0,100% при вводе в эксплуатацию,17.11.2020,Введено в эксплуатацию,36.0,2.778,100,15840.0,1.0,15840.0,0.0
2423,2 414,Переплетная машина на пластиковую пружину Gladwork CB-25D,11013602000037.0,330.28.23.23,2.0,100% при вводе в эксплуатацию,17.11.2020,Введено в эксплуатацию,36.0,2.778,100,15840.0,1.0,15840.0,0.0
2424,2 415,"Стол для переговоров/совещаний, каркас  из древесины (древесных материалов)",11013606004253.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,08.12.2020,Введено в эксплуатацию,180.0,0.556,100,14116.54,1.0,14116.54,0.0
2425,2 416,"Стеллаж СТ-150 2000х1000х600 5 полок, 150кг на полку",11013606004480.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,12213.0,1.0,12213.0,0.0
2426,2 417,"Стеллаж СТ-150 2000х1000х600 5 полок, 150кг на полку",11013606004483.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,12213.0,1.0,12213.0,0.0
2427,2 418,"Стеллаж СТ-150 2000х1000х600 5 полок, 150кг на полку",11013606004485.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,12213.0,1.0,12213.0,0.0
2428,2 419,"Стеллаж СТ-150 2000х1000х400 6 полок, 150кг на полку",11013606004486.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,11216.49,1.0,11216.49,0.0
2429,2 420,"Стеллаж СТ-150 2000х1000х400 6 полок, 150кг на полку",11013606004487.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,11216.49,1.0,11216.49,0.0
2430,2 421,"Стеллаж СТ-150 2000х1000х400 6 полок, 150кг на полку",11013606004491.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,11216.49,1.0,11216.49,0.0
2431,2 422,Металлический складской стеллаж СТ-300 (настил фанера),11013606004494.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,24603.0,1.0,24603.0,0.0
2432,2 423,Металлический складской стеллаж СТ-300 (настил фанера),11013606004495.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,24603.0,1.0,24603.0,0.0
2433,2 424,Металлический складской стеллаж СТ-300 (настил фанера),11013606004499.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100,24603.0,1.0,24603.0,0.0
2434,2 425,Шкаф-купе Geradom GD-1134,4101360400122.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,16400.0,1.0,16400.0,0.0
2435,2 426,Стол для переговоров Geradom GD--1225,4101360400147.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,17000.0,1.0,17000.0,0.0
2436,2 427,Шкаф средний Geradom GD-1175,4101360400148.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,5650.0,1.0,5650.0,0.0
2437,2 428,Шкаф средний Geradom GD-1175,4101360400152.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,5650.0,1.0,5650.0,0.0
2438,2 429,Шкаф средний Geradom GD-1175,4101360400153.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,5650.0,1.0,5650.0,0.0
2439,2 430,Шкаф средний Geradom GD-1175,4101360400156.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,5650.0,1.0,5650.0,0.0
2440,2 431,Шкаф средний Geradom GD-1175,4101360400161.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,5650.0,1.0,5650.0,0.0
2441,2 432,Шкаф средний Geradom GD-1175,4101360400162.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,5650.0,1.0,5650.0,0.0
2442,2 433,Шкаф средний Geradom GD-1175,4101360400168.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,5650.0,1.0,5650.0,0.0
2443,2 434,Шкаф высокий Geradom GD-1123,4101360400179.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2444,2 435,Шкаф высокий Geradom GD-1123,4101360400183.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2445,2 436,Шкаф высокий Geradom GD-1123,4101360400186.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2446,2 437,Шкаф высокий Geradom GD-1123,4101360400187.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2447,2 438,Шкаф высокий Geradom GD-1123,4101360400188.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2448,2 439,Шкаф высокий Geradom GD-1123,4101360400189.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2449,2 440,Шкаф высокий Geradom GD-1123,4101360400193.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2450,2 441,Шкаф высокий Geradom GD-1123,4101360400194.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2451,2 442,Шкаф высокий Geradom GD-1123,4101360400195.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2452,2 443,Шкаф высокий Geradom GD-1123,4101360400196.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2453,2 444,Шкаф высокий Geradom GD-1123,4101360400197.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2454,2 445,Шкаф высокий Geradom GD-1123,4101360400200.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2455,2 446,Шкаф высокий Geradom GD-1123,4101360400201.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2456,2 447,Шкаф высокий Geradom GD-1123,4101360400202.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2457,2 448,Шкаф высокий Geradom GD-1123,4101360400204.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2458,2 449,Шкаф высокий Geradom GD-1123,4101360400205.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2459,2 450,Шкаф высокий Geradom GD-1123,4101360400207.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2460,2 451,Шкаф высокий Geradom GD-1123,4101360400209.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2461,2 452,Шкаф высокий Geradom GD-1123,4101360400210.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2462,2 453,Шкаф высокий Geradom GD-1123,4101360400212.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,10300.0,1.0,10300.0,0.0
2463,2 454,Гардероб Geradom GD-1189,4101360400216.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2464,2 455,Гардероб Geradom GD-1189,4101360400218.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2465,2 456,Гардероб Geradom GD-1189,4101360400219.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2466,2 457,Гардероб Geradom GD-1189,4101360400220.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2467,2 458,Гардероб Geradom GD-1189,4101360400221.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2468,2 459,Гардероб Geradom GD-1189,4101360400225.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2469,2 460,Гардероб Geradom GD-1189,4101360400226.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2470,2 461,Гардероб Geradom GD-1189,4101360400227.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2471,2 462,Гардероб Geradom GD-1189,4101360400228.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2472,2 463,Гардероб Geradom GD-1189,4101360400230.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2473,2 464,Гардероб Geradom GD-1189,4101360400233.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2474,2 465,Гардероб Geradom GD-1189,4101360400235.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8130.0,1.0,8130.0,0.0
2475,2 466,Стол для руководителя Geradom GD-1201,4101360400239.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,12000.0,1.0,12000.0,0.0
2476,2 467,Стол для руководителя Geradom GD-1201,4101360400240.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,12000.0,1.0,12000.0,0.0
2477,2 468,Стол для персонала Geradom GD-1223,4101360400244.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2478,2 469,Стол для персонала Geradom GD-1223,4101360400246.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2479,2 470,Стол для персонала Geradom GD-1223,4101360400249.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2480,2 471,Стол для персонала Geradom GD-1223,4101360400250.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2481,2 472,Стол для персонала Geradom GD-1223,4101360400253.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2482,2 473,Стол для персонала Geradom GD-1223,4101360400255.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2483,2 474,Стол для персонала Geradom GD-1223,4101360400256.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2484,2 475,Стол для персонала Geradom GD-1223,4101360400257.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2485,2 476,Стол для персонала Geradom GD-1223,4101360400258.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2486,2 477,Стол для персонала Geradom GD-1223,4101360400262.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2487,2 478,Стол для персонала Geradom GD-1223,4101360400265.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2488,2 479,Стол для персонала Geradom GD-1223,4101360400267.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2489,2 480,Стол для персонала Geradom GD-1223,4101360400271.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2490,2 481,Стол для персонала Geradom GD-1223,4101360400272.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2491,2 482,Стол для персонала Geradom GD-1223,4101360400274.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2492,2 483,Стол для персонала Geradom GD-1223,4101360400275.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2493,2 484,Стол для персонала Geradom GD-1223,4101360400277.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2494,2 485,Стол для персонала Geradom GD-1223,4101360400281.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2495,2 486,Стол для персонала Geradom GD-1223,4101360400282.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2496,2 487,Стол для персонала Geradom GD-1223,4101360400284.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2497,2 488,Стол для персонала Geradom GD-1223,4101360400287.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2498,2 489,Стол для персонала Geradom GD-1223,4101360400293.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2499,2 490,Стол для персонала Geradom GD-1223,4101360400299.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2500,2 491,Стол для персонала Geradom GD-1223,4101360400303.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2501,2 492,Стол для персонала Geradom GD-1223,4101360400304.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2502,2 493,Стол для персонала Geradom GD-1223,4101360400305.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2503,2 494,Стол для персонала Geradom GD-1223,4101360400306.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2504,2 495,Стол для персонала Geradom GD-1223,4101360400315.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2505,2 496,Стол для персонала Geradom GD-1223,4101360400316.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2506,2 497,Стол для персонала Geradom GD-1223,4101360400317.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2507,2 498,Стол для персонала Geradom GD-1223,4101360400318.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2508,2 499,Стол для персонала Geradom GD-1223,4101360400321.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2509,2 500,Стол для персонала Geradom GD-1223,4101360400323.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2510,2 501,Стол для персонала Geradom GD-1223,4101360400325.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2511,2 502,Стол для персонала Geradom GD-1223,4101360400327.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2512,2 503,Стол для персонала Geradom GD-1223,4101360400328.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2513,2 504,Стол для персонала Geradom GD-1223,4101360400331.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2514,2 505,Стол для персонала Geradom GD-1223,4101360400332.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2515,2 506,Стол для персонала Geradom GD-1223,4101360400333.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2516,2 507,Стол для персонала Geradom GD-1223,4101360400334.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2517,2 508,Стол для персонала Geradom GD-1223,4101360400335.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2518,2 509,Стол для персонала Geradom GD-1223,4101360400339.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2519,2 510,Стол для персонала Geradom GD-1223,4101360400343.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2520,2 511,Стол для персонала Geradom GD-1223,4101360400346.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2521,2 512,Стол для персонала Geradom GD-1223,4101360400347.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2522,2 513,Стол для персонала Geradom GD-1223,4101360400350.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,6150.0,1.0,6150.0,0.0
2523,2 514,Брифинг приставка Geradom GD-1235,4101360400352.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8000.0,1.0,8000.0,0.0
2524,2 515,Брифинг приставка Geradom GD-1235,4101360400353.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8000.0,1.0,8000.0,0.0
2525,2 516,Брифинг приставка Geradom GD-1235,4101360400354.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8000.0,1.0,8000.0,0.0
2526,2 517,Брифинг приставка Geradom GD-1235,4101360400355.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,8000.0,1.0,8000.0,0.0
2527,2 518,Тумба мобильная тип 2 Geradom GD-1167,4101360400358.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,11280.0,1.0,11280.0,0.0
2528,2 519,Тумба мобильная тип 2 Geradom GD-1167,4101360400360.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,11280.0,1.0,11280.0,0.0
